"text";"section";"header";"div";"p";"s";"id";"p_comp";"p_value";"expanded";"context"
"p > .25";"results";"Results";6;1;4;"09567976231156413";">";0,25;"The type of deprivation had specific effects on motivation, as participants reported neither more loneliness and desire for social contact in the food deprivation condition nor more hunger and desire for food in the social isolation condition (p > .25) compared with baseline.";"The effect sizes of food deprivation on hunger and desire for food were, however, almost 2 times higher than the effects of social isolation on loneliness and desire for social contact, respectively (see Table S4 in the Supplemental Material for relative effect sizes, i.e., standardized coefficients). The type of deprivation had specific effects on motivation, as participants reported neither more loneliness and desire for social contact in the food deprivation condition nor more hunger and desire for food in the social isolation condition (p > .25) compared with baseline. Interactions between condition and time showed that desire for social contact, β = 2.29, SE = 0.61, t(328) = 3.75, p < .001, and loneliness, β = 1.72, SE = 0.54, t(357) = 3.19, p = .002, increased with the number of hours in social isolation, and hunger, β = 9.43, SE = 0.76, t(415) = 12.49, p < .001, and desire for food, β = 8.94, SE = 0.69, t(328) = 13.06, p < .001, increased with the number of hours of food deprivation more steeply than in the baseline condition (see Fig."
"p > .15";"results";"Results";6;1;8;"09567976231156413";">";0,15;"On the other hand, hunger and desire for food increased only during the food deprivation session-desire for food: β = 9.78, SE = 0.58, t(95.47) = 16.91, p < .001, hunger: β = 9.4, SE = 0.53, t(415) = 17.61, p < .001-and not during the baseline session (p > .15).";"Although loneliness and desire for social contact increased more steeply during isolation, simple-slopes analysis revealed that the increase in loneliness and desire for social contact was significant both during the isolation session-desire for social contact: β = 3.73, SE = 0.52, t(92) = 7.15, p < .001; loneliness: β = 2.96, SE = 0.38, t(357) = 7.75, p < .001-and during the baseline session-desire for social contact: β = 1.45, SE = 0.52, t(92) = 2.77, p = .007; loneliness: β = 1.24, SE = 0.38, t(357) = 3.26, p = .001. On the other hand, hunger and desire for food increased only during the food deprivation session-desire for food: β = 9.78, SE = 0.58, t(95.47) = 16.91, p < .001, hunger: β = 9.4, SE = 0.53, t(415) = 17.61, p < .001-and not during the baseline session (p > .15). Short-term social isolation and food deprivation comparably modulated subjective energetic arousal, fatigue, and the desire to avoid the current situation."
"p > .3";"results";"Results";6;1;16;"09567976231156413";">";0,3;"Neither of the deprived states modulated subjective levels of stress (p > .3) or anxiety (p > .27).";"We found strong evidence that the effects of social isolation and food deprivation on reduced activity (BF 01 U = 10.17) were comparable, but for reduced motivation (BF 01 U = 2.34) there was inconclusive evidence regarding the comparability of the effects across the two conditions. We found strong evidence that the effects of social isolation and food deprivation on reduced activity (BF 01 U = 10.17) were comparable, but for reduced motivation (BF 01 U = 2.34) there was inconclusive evidence regarding the comparability of the effects across the two conditions. Neither of the deprived states modulated subjective levels of stress (p > .3) or anxiety (p > .27). Neither of the deprived states modulated subjective levels of stress (p > .3) or anxiety (p > .27). Finally, some mood changes occurred during food deprivation but not social isolation, including lower mood valence, β = -1.4, SE = 0.4, t(29) = -3.67, p < .001; calmness, β = -0.85, SE = 0.41, t(29) = -2.06, p = .049; and feelings of control, β = -6.62, SE = 2.57, t(29) = -2.58, p = .015, as well as higher mental fatigue, β = 0.28, SE = 0.1, t(29) = 2.69, p = .012. Finally, some mood changes occurred during food deprivation but not social isolation, including lower mood valence, β = -1.4, SE = 0.4, t(29) = -3.67, p < .001; calmness, β = -0.85, SE = 0.41, t(29) = -2.06, p = .049; and feelings of control, β = -6.62, SE = 2.57, t(29) = -2.58, p = .015, as well as higher mental fatigue, β = 0.28, SE = 0.1, t(29) = 2.69, p = .012."
"p > .12";"results";"Results";6;3;1;"09567976231156413";">";0,12;"Momentary levels of sCort and sAA were not modulated by either social isolation or food deprivation after p values had been Bonferroni corrected (p > .12).";"Momentary levels of sCort and sAA were not modulated by either social isolation or food deprivation after p values had been Bonferroni corrected (p > .12). HR was lower in the food deprivation than in the baseline condition, β = -2.64, SE = 0.65, t(26) = -4.04, p < .001, whereas it was not modulated by the social isolation condition (p = 1)."
"p = .14";"results";"Results";6;3;5;"09567976231156413";"=";0,14;"Simple-slopes analysis showed that sAA decreased during the day only in the food deprivation session, β = -0.02, SE = 0.01, t(109) = -3.01, p = .003, and not in the baseline session (p = .14).";"Momentary sAA decreased during the day spent in food deprivation more steeply than in the baseline session, β = -0.02, SE = 0.01, t(665) = -3.66, p < .001, but this was not the case in social isolation (p = 1). Simple-slopes analysis showed that sAA decreased during the day only in the food deprivation session, β = -0.02, SE = 0.01, t(109) = -3.01, p = .003, and not in the baseline session (p = .14). Interactions between deprived conditions and time were also not significant for sCort (p = 1)."
"p = .068";"results";"Results";9;1;2;"09567976231156413";"=";0,068;"In line with our preregistered hypotheses, results showed that participants were lonelier, β = 3.64, SE = 1.31, t(87.24) = 2.77, p = .007 (see Fig. 5a), and showed a trend toward lower mood valence, β = -2.17, SE = 1.18, t(79.38) = -1.85, p = .068, on social isolation days compared with baseline.";"Momentary loneliness was higher but desire for social contact was lower during social isolation days compared with baseline. In line with our preregistered hypotheses, results showed that participants were lonelier, β = 3.64, SE = 1.31, t(87.24) = 2.77, p = .007 (see Fig. 5a), and showed a trend toward lower mood valence, β = -2.17, SE = 1.18, t(79.38) = -1.85, p = .068, on social isolation days compared with baseline. Contrary to our hypothesis, results showed that participants desired less social contact, β = -3.22, SE = 1.47, t(74.79) = -2.20, p = .031, on social isolation days compared with baseline (see Fig. 5b)."
"p > .15";"results";"Results";9;1;4;"09567976231156413";">";0,15;"There was no significant difference in stress, calmness, energetic arousal, or fatigue on social isolation days compared with baseline (p > .15).";"Contrary to our hypothesis, results showed that participants desired less social contact, β = -3.22, SE = 1.47, t(74.79) = -2.20, p = .031, on social isolation days compared with baseline (see Fig. 5b). There was no significant difference in stress, calmness, energetic arousal, or fatigue on social isolation days compared with baseline (p > .15). Time of day did not interact with type of day (i.e., social isolation vs. baseline) for any of the above momentary state measures (p > .08)."
"p > .08";"results";"Results";9;1;5;"09567976231156413";">";0,08;"Time of day did not interact with type of day (i.e., social isolation vs. baseline) for any of the above momentary state measures (p > .08).";"There was no significant difference in stress, calmness, energetic arousal, or fatigue on social isolation days compared with baseline (p > .15). Time of day did not interact with type of day (i.e., social isolation vs. baseline) for any of the above momentary state measures (p > .08)."
"p = .929";"results";"Results";9;2;3;"09567976231156413";"=";0,929;"Participants scoring higher on trait sociability (+1 SD) had significantly lower desire for social contact on social isolation days compared with baseline days, β = -6.52, SE = 2.12, t(66.65) = -3.07, p = .003, but this was not the case for those scoring lower (-1 SD) on sociability, β = -0.18, SE = 2.08, t(66.65) = -0.09, p = .929.";"There was a significant interaction between sociability and type of day for momentary desire for social contact, β = -2.06, SE = 0.95, t(66.65) = -2.17, p = .034 (see Fig. 6a). Participants scoring higher on trait sociability (+1 SD) had significantly lower desire for social contact on social isolation days compared with baseline days, β = -6.52, SE = 2.12, t(66.65) = -3.07, p = .003, but this was not the case for those scoring lower (-1 SD) on sociability, β = -0.18, SE = 2.08, t(66.65) = -0.09, p = .929. There was a trend toward a significant interaction between living condition and type of day for momentary loneliness, β = -5.52, SE = 2.82, t(80.69) = -1.96, p = .054."
"p = .054";"results";"Results";9;2;4;"09567976231156413";"=";0,054;"There was a trend toward a significant interaction between living condition and type of day for momentary loneliness, β = -5.52, SE = 2.82, t(80.69) = -1.96, p = .054.";"Participants scoring higher on trait sociability (+1 SD) had significantly lower desire for social contact on social isolation days compared with baseline days, β = -6.52, SE = 2.12, t(66.65) = -3.07, p = .003, but this was not the case for those scoring lower (-1 SD) on sociability, β = -0.18, SE = 2.08, t(66.65) = -0.09, p = .929. There was a trend toward a significant interaction between living condition and type of day for momentary loneliness, β = -5.52, SE = 2.82, t(80.69) = -1.96, p = .054. People living alone showed significantly higher loneliness on social isolation days compared with baseline days, β = 6.94, SE = 2.32, t(80.69) = 2.99, p = .004, but this was not the case for those living with others, β = 1.42, SE = 1.61, t(80.69) = 0.88, p = .380."
